compound_id,primary_drug,all_drug_names,smiles,smiles_source,mapping_status,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,max_clinical_phase,clinical_status,primary_condition,nct_id,trial_title,enrollment_count,start_date,completion_date,data_source,compound_type,study_type,primary_phase,overall_status,lead_sponsor,sponsor_class,collected_date,efficacy_score,safety_score,success_probability
CHEMBL_CHEMBL43708,IMIPENEM,['IMIPENEM'],C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12.O,CHEMBL43708,success,317.37,-0.18,4.0,5.0,7.0,113.72,0.0,20.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061642,,,1.0
CHEMBL_CHEMBL1079742,ERLOTINIB HYDROCHLORIDE,['ERLOTINIB HYDROCHLORIDE'],C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,CHEMBL1079742,success,429.90,3.41,1.0,7.0,10.0,74.73,3.0,29.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061645,,,1.0
CHEMBL_CHEMBL1079604,METAXALONE,['METAXALONE'],Cc1cc(C)cc(OCC2CNC(=O)O2)c1,CHEMBL1079604,success,221.26,1.79,1.0,3.0,3.0,47.56,1.0,16.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061648,,,1.0
CHEMBL_CHEMBL1076347,TRICLOCARBAN,['TRICLOCARBAN'],O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,CHEMBL1076347,success,315.59,5.29,2.0,1.0,2.0,41.13,2.0,19.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061651,,,1.0
CHEMBL_CHEMBL1086863,FLUDEOXYGLUCOSE,['FLUDEOXYGLUCOSE'],OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O,CHEMBL1086863,success,182.15,-2.24,4.0,5.0,1.0,90.15,0.0,12.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061655,,,1.0
CHEMBL_CHEMBL1076903,VARENICLINE,['VARENICLINE'],c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,success,211.27,1.80,1.0,3.0,0.0,37.81,2.0,16.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061658,,,1.0
CHEMBL_CHEMBL1078178,MOMELOTINIB,['MOMELOTINIB'],N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,CHEMBL1078178,success,414.47,2.98,2.0,7.0,6.0,103.17,3.0,31.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061661,,,1.0
CHEMBL_CHEMBL1078261,PROPIVERINE,['PROPIVERINE'],CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,CHEMBL1078261,success,367.49,3.99,0.0,4.0,7.0,38.77,2.0,27.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061664,,,1.0
CHEMBL_CHEMBL1089221,BENDAZAC,['BENDAZAC'],O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,CHEMBL1089221,success,282.30,2.55,1.0,4.0,5.0,64.35,3.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061670,,,1.0
CHEMBL_CHEMBL1088977,ADEMETIONINE,['ADEMETIONINE'],C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CHEMBL1088977,success,398.45,-3.26,4.0,11.0,7.0,185.46,2.0,27.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061673,,,1.0
CHEMBL_CHEMBL1089318,OPICAPONE,['OPICAPONE'],Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,CHEMBL1089318,success,413.17,3.28,2.0,8.0,3.0,149.46,3.0,27.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061677,,,1.0
CHEMBL_CHEMBL1089641,TRYPAN BLUE FREE ACID,['TRYPAN BLUE FREE ACID'],Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,CHEMBL1089641,success,872.89,6.67,8.0,16.0,9.0,359.42,6.0,58.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061680,,,1.0
CHEMBL_CHEMBL1092067,FLUDEOXYGLUCOSE F 18,['FLUDEOXYGLUCOSE F 18'],OC[C@H]1O[C@H](O)[C@H]([18F])[C@@H](O)[C@@H]1O,CHEMBL1092067,success,181.15,-2.24,4.0,5.0,1.0,90.15,0.0,12.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061683,,,1.0
CHEMBL_CHEMBL1091250,INDIGOTINDISULFONATE,['INDIGOTINDISULFONATE'],O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,CHEMBL1091250,success,422.40,1.31,4.0,8.0,2.0,166.94,2.0,28.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061686,,,1.0
CHEMBL_CHEMBL1096562,METHYL AMINOLEVULINATE,['METHYL AMINOLEVULINATE'],COC(=O)CCC(=O)CN,CHEMBL1096562,success,145.16,-0.53,1.0,4.0,4.0,69.39,0.0,10.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061690,,,1.0
CHEMBL_CHEMBL1096882,FLUDARABINE PHOSPHATE,['FLUDARABINE PHOSPHATE'],Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,CHEMBL1096882,success,365.21,-1.72,5.0,10.0,4.0,186.07,2.0,24.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061693,,,1.0
CHEMBL_CHEMBL1097620,IOTHALAMATE SODIUM,['IOTHALAMATE SODIUM'],CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+],CHEMBL1097620,success,635.90,2.52,3.0,3.0,3.0,95.50,1.0,20.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061696,,,1.0
CHEMBL_CHEMBL1094966,PIRBUTEROL,['PIRBUTEROL'],CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,CHEMBL1094966,success,240.30,0.70,4.0,5.0,4.0,85.61,1.0,17.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061699,,,1.0
CHEMBL_CHEMBL1096885,VALRUBICIN,['VALRUBICIN'],CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,CHEMBL1096885,success,723.65,2.46,5.0,13.0,10.0,215.22,2.0,51.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061702,,,1.0
CHEMBL_CHEMBL1094636,NIRAPARIB,['NIRAPARIB'],NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,CHEMBL1094636,success,320.40,2.59,2.0,4.0,3.0,72.94,3.0,24.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061705,,,1.0
CHEMBL_CHEMBL1095607,REPROTEROL,['REPROTEROL'],Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,CHEMBL1095607,success,389.41,-0.44,4.0,10.0,7.0,134.54,3.0,28.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061707,,,1.0
CHEMBL_CHEMBL1095292,BRETYLIUM TOSYLATE,['BRETYLIUM TOSYLATE'],CC[N+](C)(C)Cc1ccccc1Br.Cc1ccc(S(=O)(=O)[O-])cc1,CHEMBL1095292,success,414.37,3.05,0.0,0.0,3.0,0.00,1.0,13.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061711,,,1.0
CHEMBL_CHEMBL1095283,CARBENICILLIN PHENYL,['CARBENICILLIN PHENYL'],CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CHEMBL1095283,success,454.50,2.01,2.0,6.0,6.0,113.01,2.0,32.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061714,,,1.0
CHEMBL_CHEMBL1095930,CEFUROXIME AXETIL,['CEFUROXIME AXETIL'],CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,CHEMBL1095930,success,510.48,-0.17,2.0,12.0,9.0,189.06,1.0,35.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061718,,,1.0
CHEMBL_CHEMBL1098319,2-MERCAPTOETHANESULFONIC ACID,['2-MERCAPTOETHANESULFONIC ACID'],O=S(=O)(O)CCS,CHEMBL1098319,success,142.20,-0.20,2.0,3.0,2.0,54.37,0.0,7.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061721,,,1.0
CHEMBL_CHEMBL1098285,DISTIGMINE BROMIDE,['DISTIGMINE BROMIDE'],CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1.[Br-].[Br-],CHEMBL1098285,success,576.33,2.46,0.0,4.0,9.0,66.84,2.0,30.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061724,,,1.0
CHEMBL_CHEMBL1095777,INDACATEROL,['INDACATEROL'],CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,CHEMBL1095777,success,392.50,3.15,4.0,4.0,6.0,85.35,3.0,29.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061728,,,1.0
CHEMBL_CHEMBL1097279,CANGRELOR TETRASODIUM,['CANGRELOR TETRASODIUM'],CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],CHEMBL1097279,success,864.29,2.85,7.0,15.0,15.0,255.91,2.0,44.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061731,,,1.0
CHEMBL_CHEMBL1095097,EPLERENONE,['EPLERENONE'],COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,CHEMBL1095097,success,414.50,3.12,0.0,6.0,1.0,82.20,0.0,30.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061735,,,1.0
CHEMBL_CHEMBL1096979,BENSERAZIDE,['BENSERAZIDE'],NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,CHEMBL1096979,success,257.25,-1.76,7.0,7.0,5.0,148.07,1.0,18.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061738,,,1.0
CHEMBL_CHEMBL1098659,WATER,['WATER'],O,CHEMBL1098659,success,18.02,-0.82,0.0,0.0,0.0,31.50,0.0,1.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061741,,,1.0
CHEMBL_CHEMBL1096146,PONESIMOD,['PONESIMOD'],CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,CHEMBL1096146,success,460.98,4.27,2.0,6.0,8.0,82.36,2.0,31.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061744,,,1.0
CHEMBL_CHEMBL1083659,SUVOREXANT,['SUVOREXANT'],Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,CHEMBL1083659,success,450.93,4.11,0.0,7.0,3.0,80.29,4.0,32.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061748,,,1.0
CHEMBL_CHEMBL1083385,CLOPIDOGREL BISULFATE,['CLOPIDOGREL BISULFATE'],COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,CHEMBL1083385,success,419.91,3.67,0.0,4.0,3.0,29.54,2.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061751,,,1.0
CHEMBL_CHEMBL1083993,AMIODARONE HYDROCHLORIDE,['AMIODARONE HYDROCHLORIDE'],CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,CHEMBL1083993,success,681.78,6.94,0.0,4.0,11.0,42.68,3.0,31.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061755,,,1.0
CHEMBL_CHEMBL1086440,TRICLABENDAZOLE,['TRICLABENDAZOLE'],CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,CHEMBL1086440,success,359.67,6.04,1.0,3.0,3.0,37.91,3.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061758,,,1.0
CHEMBL_CHEMBL1082407,ENZALUTAMIDE,['ENZALUTAMIDE'],CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,CHEMBL1082407,success,464.44,3.99,1.0,4.0,3.0,76.44,2.0,32.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061761,,,1.0
CHEMBL_CHEMBL1082607,SALMETEROL XINAFOATE,['SALMETEROL XINAFOATE'],O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,CHEMBL1082607,success,603.76,4.11,4.0,5.0,16.0,81.95,2.0,30.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061764,,,1.0
CHEMBL_CHEMBL1084172,VILANTEROL TRIFENATATE,['VILANTEROL TRIFENATATE'],O=C(O)C(c1ccccc1)(c1ccccc1)c1ccccc1.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,CHEMBL1084172,success,774.78,4.61,4.0,6.0,16.0,91.18,2.0,32.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061767,,,1.0
CHEMBL_CHEMBL1159650,CLOBETASOL PROPIONATE,['CLOBETASOL PROPIONATE'],CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1159650,success,466.98,4.10,1.0,5.0,4.0,80.67,0.0,32.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061770,,,1.0
CHEMBL_CHEMBL1159717,TULOBUTEROL,['TULOBUTEROL'],CC(C)(C)NCC(O)c1ccccc1Cl,CHEMBL1159717,success,227.74,2.76,2.0,2.0,3.0,32.26,1.0,15.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061773,,,1.0
CHEMBL_CHEMBL1160819,"AMMONIA SOLUTION, STRONG","['AMMONIA SOLUTION, STRONG']",N,CHEMBL1160819,success,17.03,0.16,1.0,1.0,0.0,35.00,0.0,1.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061776,,,1.0
CHEMBL_CHEMBL1161681,NITROUS ACID,['NITROUS ACID'],O=NO,CHEMBL1161681,success,47.01,0.14,1.0,2.0,0.0,49.66,0.0,3.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061779,,,1.0
CHEMBL_CHEMBL1165342,VINCAMINE,['VINCAMINE'],CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,CHEMBL1165342,success,354.45,2.95,1.0,5.0,2.0,54.70,2.0,26.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061783,,,1.0
CHEMBL_CHEMBL1165268,IODIPAMIDE,['IODIPAMIDE'],O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,CHEMBL1165268,success,1139.76,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061786,,,1.0
CHEMBL_CHEMBL1164729,FEBUXOSTAT,['FEBUXOSTAT'],Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,CHEMBL1164729,success,316.38,3.72,1.0,5.0,5.0,83.21,2.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061789,,,1.0
CHEMBL_CHEMBL1171837,PONATINIB,['PONATINIB'],Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,CHEMBL1171837,success,532.57,4.46,1.0,6.0,4.0,65.77,4.0,39.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061792,,,1.0
CHEMBL_CHEMBL1173655,AFATINIB,['AFATINIB'],CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CHEMBL1173655,success,485.95,4.39,2.0,7.0,8.0,88.61,3.0,34.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061796,,,1.0
CHEMBL_CHEMBL1173055,RUCAPARIB,['RUCAPARIB'],CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,CHEMBL1173055,success,323.37,2.98,3.0,2.0,3.0,56.92,3.0,24.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061799,,,1.0
CHEMBL_CHEMBL1179047,CHLOROPROCAINE,['CHLOROPROCAINE'],CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,CHEMBL1179047,success,270.76,2.42,1.0,4.0,6.0,55.56,1.0,18.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061802,,,1.0
CHEMBL_CHEMBL1180725,PROPANTHELINE,['PROPANTHELINE'],CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,CHEMBL1180725,success,368.50,4.73,0.0,3.0,6.0,35.53,2.0,27.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061806,,,1.0
CHEMBL_CHEMBL1182833,MIVACURIUM,['MIVACURIUM'],COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,CHEMBL1182833,success,1029.28,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061809,,,1.0
CHEMBL_CHEMBL1183349,ISAVUCONAZONIUM,['ISAVUCONAZONIUM'],CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1,CHEMBL1183349,success,717.78,4.58,2.0,12.0,13.0,159.37,5.0,51.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061812,,,1.0
CHEMBL_CHEMBL1183717,ALMITRINE,['ALMITRINE'],C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,CHEMBL1183717,success,477.56,4.26,2.0,7.0,10.0,69.21,3.0,35.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061816,,,1.0
CHEMBL_CHEMBL1184360,DIAMTHAZOLE,['DIAMTHAZOLE'],CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1,CHEMBL1184360,success,293.44,3.08,0.0,5.0,7.0,28.60,2.0,20.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061819,,,1.0
CHEMBL_CHEMBL1185568,DITHIAZANINE,['DITHIAZANINE'],CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,CHEMBL1185568,success,391.59,6.25,0.0,3.0,5.0,7.12,3.0,27.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061824,,,1.0
CHEMBL_CHEMBL1186579,METHYLNALTREXONE,['METHYLNALTREXONE'],C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,CHEMBL1186579,success,356.44,1.67,2.0,4.0,2.0,66.76,1.0,26.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061827,,,1.0
CHEMBL_CHEMBL1186610,ANISOTROPINE,['ANISOTROPINE'],CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,CHEMBL1186610,success,282.45,3.52,0.0,2.0,6.0,26.30,0.0,20.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061830,,,1.0
